juego,Action,Casual,Indie,Simulation,Strategy,FreetoPlay,RPG,Sports,Adventure,Racing,EarlyAccess,MassivelyMultiplayer,AnimationModeling,WebPublishing,Education,SoftwareTraining,Utilities,DesignIllustration,AudioProduction,VideoProduction,PhotoEditing
429020,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
409440,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351330,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339440,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
395350,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426170,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432130,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322430,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393390,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
415860,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
444320,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433570,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
423270,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429200,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434260,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436790,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437880,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439930,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388120,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440760,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427930,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
428710,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436110,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
435300,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
391720,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436510,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394260,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365510,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444780,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418360,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435510,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444410,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404850,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406940,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425760,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399530,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440950,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
392000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
438270,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434680,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439740,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
437710,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402060,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443980,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262120,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444940,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434820,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433850,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
253490,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
434860,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440390,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
412560,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441760,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411650,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429610,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444160,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350090,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444430,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246620,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403940,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
433490,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432760,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444000,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
434530,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
445380,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
429690,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296010,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434780,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358460,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434910,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
434070,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441870,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426060,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438340,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440690,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
376933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394830,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354280,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402660,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404250,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
438810,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
379576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440810,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336210,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318600,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
427820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435190,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435200,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444220,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
425040,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
425210,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
396480,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411030,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268360,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373410,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441940,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423750,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420440,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415800,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447890,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442260,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428530,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395850,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
438040,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
445170,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443530,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434180,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412130,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392440,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444950,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430960,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
424250,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448750,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401690,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413540,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434970,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434390,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
372810,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431860,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443850,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442500,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
444280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381320,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440880,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
326047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352950,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407830,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
435570,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402040,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355560,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
441700,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402340,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450150,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441710,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374620,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
432290,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449600,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
440380,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449360,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428550,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443470,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446460,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433210,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450780,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421670,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420160,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449601,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
371870,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
449603,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449602,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
389510,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
416424,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
438690,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
427860,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
365590,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
366690,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412310,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
408880,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434062,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429908,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
430310,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
430311,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
430316,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
430317,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
400551,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430315,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
322630,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334370,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451140,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336030,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
431220,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353890,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
448350,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397860,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448010,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379980,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450840,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406720,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
304190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448790,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357490,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416420,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
454080,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443940,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
454660,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
381160,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356040,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447970,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439920,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446380,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387400,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352050,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445341,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445340,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
441680,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
428600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413480,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449200,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
449040,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454190,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451030,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368150,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
454330,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299910,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453790,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317320,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
444770,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450890,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
450870,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
453730,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
367140,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406170,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
408960,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403850,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
400020,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
384330,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421120,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
455370,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448380,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412460,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397100,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424850,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
449500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397390,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451920,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393820,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
450650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372000,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
439900,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
453330,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446330,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429310,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446310,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439501,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
438780,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440720,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
457710,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
257850,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422980,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
441060,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448610,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
448570,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
442770,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
456430,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400360,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457490,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457450,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420550,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
