user_id,user_url,Analisis
pixelism,http://steamcommunity.com/id/pixelism,['230410;2014-4-20;True;1']
Pyro_Lizard,http://steamcommunity.com/id/Pyro_Lizard,['211820;2015-2-27;True;2']
Pystar,http://steamcommunity.com/id/Pystar,"['291550;2015-11-27;True;2', '322330;2015-1-6;True;2']"
unlivingroy,http://steamcommunity.com/id/unlivingroy,"['251060;2014-6-13;True;1', '246620;2014-2-22;True;2', '730;2014-1-3;True;2']"
donaldqinshihunagditrump,http://steamcommunity.com/id/donaldqinshihunagditrump,"['222880;2014-3-27;True;2', '218620;2014-10-2;True;2', '440;2014-3-27;True;2']"
SSchubert,http://steamcommunity.com/id/SSchubert,"['570;2015-1-1;True;2', '219150;2012-7-5;True;2']"
Kane007,http://steamcommunity.com/id/Kane007,"['440;2014-8-11;True;2', '304930;2014-8-6;True;2', '570;2014-4-27;True;1']"
iamquik,http://steamcommunity.com/id/iamquik,['271290;2014-5-13;True;2']
ShotgunTheUnicorn,http://steamcommunity.com/id/ShotgunTheUnicorn,"['467820;2012-8-26;True;2', '337320;2012-6-24;True;2', '377160;2012-2-10;True;2', '427730;2012-4-4;True;2']"
76561198014047236,http://steamcommunity.com/profiles/76561198014047236,['236390;2014-3-30;True;0']
76561198058107016,http://steamcommunity.com/profiles/76561198058107016,"['346110;2015-9-12;False;2', '244450;2015-3-27;True;2', '295110;2015-1-16;True;2', '227940;2014-11-7;True;2', '24860;2014-8-30;True;2', '251060;2014-8-19;True;0', '440;2014-7-25;True;2', '242760;2014-5-31;True;2', '35450;2013-2-26;True;2', '33930;2012-7-30;True;1']"
RforRice,http://steamcommunity.com/id/RforRice,"['284160;2015-12-31;True;0', '271590;2015-12-1;True;0', '440;2012-2-24;True;1', '730;2015-12-15;True;2', '232090;2015-10-15;False;0']"
76561198030902728,http://steamcommunity.com/profiles/76561198030902728,['255420;2014-8-29;False;2']
RadioactiveWarlord,http://steamcommunity.com/id/RadioactiveWarlord,['381210;2012-8-25;True;2']
raelwhiteout,http://steamcommunity.com/id/raelwhiteout,"['218620;2014-7-5;True;0', '107410;2012-4-20;True;2', '346110;2012-4-23;True;2', '730;2015-8-21;True;2', '440;2012-4-16;True;2', '4000;2012-4-15;True;2', '240;2015-9-12;True;2']"
76561198074053059,http://steamcommunity.com/profiles/76561198074053059,"['8930;2012-6-16;True;1', '4000;2014-8-2;True;2']"
mopoops,http://steamcommunity.com/id/mopoops,"['472060;2012-6-25;True;2', '6060;2015-2-28;True;1']"
AURLNAME,http://steamcommunity.com/id/AURLNAME,['221100;2012-2-16;True;2']
Silentfantasia,http://steamcommunity.com/id/Silentfantasia,['730;2012-9-2;True;0']
dark_skeleton,http://steamcommunity.com/id/dark_skeleton,"['47790;2014-1-1;False;0', '43110;2014-1-1;True;2', '620;2012-2-20;True;2']"
dizioboy,http://steamcommunity.com/id/dizioboy,"['311340;2015-9-5;True;2', '351790;2015-3-6;False;0', '282900;2015-8-3;True;2', '322330;2015-3-6;True;2', '4000;2013-5-17;True;0']"
76561198052106915,http://steamcommunity.com/profiles/76561198052106915,['105600;2013-1-20;True;2']
kukkai_kfz,http://steamcommunity.com/id/kukkai_kfz,"['375960;2015-9-20;True;2', '218620;2015-8-22;True;1']"
1343534566,http://steamcommunity.com/id/1343534566,"['440;2014-2-4;True;2', '99900;2014-2-5;True;2', '550;2014-2-5;True;2']"
76561198018100339,http://steamcommunity.com/profiles/76561198018100339,['252490;2015-4-4;True;2']
76561198024531364,http://steamcommunity.com/profiles/76561198024531364,"['260430;2015-7-2;True;0', '275850;2012-8-13;True;2']"
raviyn,http://steamcommunity.com/id/raviyn,['212480;2015-1-17;True;2']
Dyllz,http://steamcommunity.com/id/Dyllz,['265550;2014-10-10;True;2']
ravenmusicaus,http://steamcommunity.com/id/ravenmusicaus,"['570;2015-3-29;True;2', '730;2012-7-28;True;2']"
Ravironio,http://steamcommunity.com/id/Ravironio,['248570;2015-5-20;True;2']
Rawrimaviking,http://steamcommunity.com/id/Rawrimaviking,['39510;2013-12-22;True;2']
76561198075257303,http://steamcommunity.com/profiles/76561198075257303,['220;2014-7-15;True;2']
76561197981203305,http://steamcommunity.com/profiles/76561197981203305,"['33980;2013-12-25;False;0', '410210;2012-1-3;False;0', '336380;2015-11-15;False;0', '222480;2013-12-20;False;0', '219890;2014-8-1;True;2']"
recklesspug,http://steamcommunity.com/id/recklesspug,['295110;2015-11-28;False;0']
76561198059867666,http://steamcommunity.com/profiles/76561198059867666,['440;2015-12-13;True;1']
kmcca138,http://steamcommunity.com/id/kmcca138,['8930;2013-12-15;True;2']
76561198151925003,http://steamcommunity.com/profiles/76561198151925003,"['730;2015-7-25;True;0', '4000;2014-9-9;True;2']"
76561198057594218,http://steamcommunity.com/profiles/76561198057594218,"['223490;2015-6-5;False;0', '108600;2014-2-15;True;2']"
76561198075983645,http://steamcommunity.com/profiles/76561198075983645,"['730;2012-2-8;True;0', '4000;2014-12-18;True;0', '22380;2012-9-9;False;0', '72850;2012-7-26;True;0', '259080;2012-1-16;False;2']"
76561198094936736,http://steamcommunity.com/profiles/76561198094936736,"['297120;2014-7-3;True;2', '238320;2014-6-27;True;1', '239200;2014-6-27;False;1', '229580;2014-2-10;False;0', '329830;2014-10-30;False;0', '305620;2014-10-30;True;2', '242760;2014-6-26;True;2', '72200;2014-4-23;True;2']"
RedOctopusTent,http://steamcommunity.com/id/RedOctopusTent,['104900;2014-10-24;True;0']
Redoxide,http://steamcommunity.com/id/Redoxide,"['292030;2015-7-16;True;2', '413420;2012-6-10;True;2', '250320;2014-7-9;True;2', '48700;2012-12-29;True;2']"
76561198020059627,http://steamcommunity.com/profiles/76561198020059627,['292030;2015-6-28;True;2']
RED_PRIDE,http://steamcommunity.com/id/RED_PRIDE,"['70000;2014-1-18;True;2', '212680;2013-11-23;True;2']"
76561198277039934,http://steamcommunity.com/profiles/76561198277039934,['285900;2012-6-22;True;0']
R4iNy,http://steamcommunity.com/id/R4iNy,"['252490;2014-3-22;True;1', '274170;2015-11-8;False;1', '24240;2014-6-7;False;1', '620;2013-12-30;True;1']"
76561198012040171,http://steamcommunity.com/profiles/76561198012040171,['34030;2014-8-14;True;2']
Renegaderade,http://steamcommunity.com/id/Renegaderade,"['48000;2012-6-22;True;2', '211420;2012-8-13;True;1', '8930;2014-11-29;True;2', '57300;2014-11-29;True;2']"
76561198107946315,http://steamcommunity.com/profiles/76561198107946315,['4000;2014-4-18;True;2']
76561198055325855,http://steamcommunity.com/profiles/76561198055325855,['242860;2014-1-18;True;2']
reservegoalie,http://steamcommunity.com/id/reservegoalie,['7940;2014-7-3;True;1']
76561198035721155,http://steamcommunity.com/profiles/76561198035721155,"['56400;2014-6-30;True;2', '96400;2012-5-18;True;2']"
76561198044557792,http://steamcommunity.com/profiles/76561198044557792,['730;2012-4-3;True;2']
Revan_Aldrei,http://steamcommunity.com/id/Revan_Aldrei,"['233720;2014-11-27;True;2', '55230;2014-12-9;True;0', '22380;2012-8-19;True;2', '313371;2015-2-11;True;2', '215280;2012-7-17;True;2', '33100;2012-3-19;True;0', '250600;2015-4-16;True;2', '214560;2014-10-27;True;2']"
Revolver_,http://steamcommunity.com/id/Revolver_,['234140;2012-1-3;True;2']
revolverace,http://steamcommunity.com/id/revolverace,"['409160;2015-12-7;True;2', '72850;2015-10-18;True;2', '207610;2012-7-15;True;2', '15700;2011-12-28;True;2']"
76561198011139135,http://steamcommunity.com/profiles/76561198011139135,['323470;2015-2-28;True;0']
RexonGOn,http://steamcommunity.com/id/RexonGOn,"['33930;2013-6-7;True;1', '241540;2013-10-13;True;2']"
de_reyals,http://steamcommunity.com/id/de_reyals,['730;2012-4-21;True;2']
Matoota,http://steamcommunity.com/id/Matoota,['208090;2014-2-22;False;0']
bigmangina,http://steamcommunity.com/id/bigmangina,"['234530;2015-5-17;False;0', '225540;2012-8-7;True;0']"
76561198088143921,http://steamcommunity.com/profiles/76561198088143921,"['242760;2012-5-24;True;0', '311210;2012-4-4;True;0', '437220;2012-5-13;True;0', '304930;2015-5-11;True;1', '262410;2014-8-15;True;2', '22300;2014-4-24;True;2']"
pizzaman12,http://steamcommunity.com/id/pizzaman12,"['33930;2014-9-10;True;2', '284160;2012-4-26;True;2', '311400;2015-5-21;True;2', '730;2015-12-17;True;2', '291480;2012-7-22;False;0', '412880;2012-7-10;True;2']"
76561198060295827,http://steamcommunity.com/profiles/76561198060295827,['390670;2015-11-16;True;2']
Melancholyaesthetics,http://steamcommunity.com/id/Melancholyaesthetics,['384190;2012-8-19;True;1']
Loverin,http://steamcommunity.com/id/Loverin,"['256290;2015-10-8;False;0', '391540;2015-10-11;True;2', '570;2012-4-4;True;0', '206420;2015-9-21;True;0', '230410;2014-6-5;True;1', '245170;2013-11-17;True;2']"
rinco69,http://steamcommunity.com/id/rinco69,"['293260;2012-4-30;True;2', '246420;2014-1-11;True;2']"
76561198104547955,http://steamcommunity.com/profiles/76561198104547955,['4000;2014-7-6;True;2']
noidhazbeendetectedno,http://steamcommunity.com/id/noidhazbeendetectedno,"['620;2014-1-6;True;2', '226700;2014-3-19;False;1']"
hannyp,http://steamcommunity.com/id/hannyp,"['440;2013-4-6;True;2', '730;2013-12-11;True;2', '550;2013-7-17;True;0', '570;2013-3-4;True;2']"
batugratis,http://steamcommunity.com/id/batugratis,"['304930;2014-7-12;True;2', '4720;2012-6-15;True;0', '730;2014-12-28;True;0', '570;2014-3-1;True;0']"
76561198052479552,http://steamcommunity.com/profiles/76561198052479552,"['271590;2015-11-30;True;1', '407530;2012-9-9;True;1', '252490;2015-11-30;True;1', '346110;2015-6-25;True;1', '730;2015-2-28;True;2', '242760;2014-12-5;True;1', '200210;2013-1-13;True;1', '204360;2013-1-13;True;0', '65800;2012-12-12;True;2']"
76561198077421896,http://steamcommunity.com/profiles/76561198077421896,['226700;2013-12-29;True;1']
rixs,http://steamcommunity.com/id/rixs,['438680;2012-5-21;True;2']
3548548564856498484894,http://steamcommunity.com/id/3548548564856498484894,"['239220;2015-4-8;True;2', '285920;2015-9-25;False;2', '253250;2015-6-30;True;2', '105600;2015-4-4;True;1', '250260;2015-1-20;True;0', '250500;2015-1-4;True;2']"
NoSwagm8,http://steamcommunity.com/id/NoSwagm8,"['322330;2015-6-4;True;2', '219740;2015-1-6;True;2', '4000;2014-8-15;True;2', '230410;2014-4-16;True;1']"
76561198072526121,http://steamcommunity.com/profiles/76561198072526121,['22330;2014-5-16;True;2']
76561198065900839,http://steamcommunity.com/profiles/76561198065900839,"['402840;2015-10-20;True;2', '9900;2015-3-1;True;2', '404410;2015-10-31;True;2', '449980;2012-8-26;True;2', '385770;2015-7-24;True;2']"
76561198040603456,http://steamcommunity.com/profiles/76561198040603456,"['225140;2014-10-1;True;2', '730;2012-4-15;True;1']"
76561198064713620,http://steamcommunity.com/profiles/76561198064713620,"['218230;2014-10-3;True;2', '50620;2014-11-17;True;2', '204530;2012-4-3;True;2', '9420;2015-1-18;True;2', '301520;2014-11-27;True;2']"
76561198056707717,http://steamcommunity.com/profiles/76561198056707717,"['4000;2014-1-22;True;1', '730;2012-2-4;True;1']"
76561198101520512,http://steamcommunity.com/profiles/76561198101520512,['570;2013-12-30;True;1']
roguejet,http://steamcommunity.com/id/roguejet,"['209870;2012-1-12;True;2', '440;2014-3-6;True;1']"
rogueone3,http://steamcommunity.com/id/rogueone3,"['34330;2014-6-5;True;2', '214560;2014-2-16;True;2']"
76561198070139450,http://steamcommunity.com/profiles/76561198070139450,['202090;2015-5-22;False;1']
rojomojo890,http://steamcommunity.com/id/rojomojo890,['236870;2012-7-24;True;0']
76561198044236862,http://steamcommunity.com/profiles/76561198044236862,['213670;2014-12-27;True;2']
TheRealRoLLy,http://steamcommunity.com/id/TheRealRoLLy,['218230;2014-4-20;True;2']
Roodles,http://steamcommunity.com/id/Roodles,"['108600;2014-1-19;True;2', '220860;2013-10-19;True;2']"
76561198075973825,http://steamcommunity.com/profiles/76561198075973825,['230410;2014-5-23;True;0']
76561198308665434,http://steamcommunity.com/profiles/76561198308665434,"['22370;2012-6-4;True;2', '237850;2012-6-23;True;2', '358090;2012-8-30;True;2', '8850;2012-6-26;True;2', '377160;2012-8-22;True;2', '7670;2012-7-4;True;2']"
adli15,http://steamcommunity.com/id/adli15,"['730;2013-12-30;True;2', '440;2013-12-25;True;0']"
76561198050590067,http://steamcommunity.com/profiles/76561198050590067,['212680;2014-6-27;True;0']
76561198078909556,http://steamcommunity.com/profiles/76561198078909556,"['369200;2015-12-15;False;0', '630;2014-12-26;False;0', '244630;2012-1-21;False;2', '383080;2012-1-26;True;0']"
ScoutCounterAttack,http://steamcommunity.com/id/ScoutCounterAttack,"['730;2015-3-11;True;2', '270550;2015-2-16;True;2', '214420;2015-1-28;False;2']"
76561198092310770,http://steamcommunity.com/profiles/76561198092310770,"['72850;2012-6-26;True;2', '730;2015-10-20;True;2', '252950;2012-4-22;True;2', '241930;2015-10-20;True;2', '311210;2015-11-27;True;2', '399790;2015-12-10;True;2']"
jgrulez,http://steamcommunity.com/id/jgrulez,['234772;2014-12-18;True;2']
76561198103697364,http://steamcommunity.com/profiles/76561198103697364,"['440;2012-9-17;True;2', '730;2012-3-25;True;0', '291550;2012-7-30;True;2']"
76561198061851487,http://steamcommunity.com/profiles/76561198061851487,['243870;2014-9-5;True;2']
hazixstar,http://steamcommunity.com/id/hazixstar,"['346110;2012-2-21;True;1', '105600;2015-9-19;False;2']"
76561198061679549,http://steamcommunity.com/profiles/76561198061679549,['570;2014-10-5;True;1']
ryukahtk,http://steamcommunity.com/id/ryukahtk,"['204180;2015-4-18;True;2', '314020;2015-4-18;False;0', '43160;2014-7-8;True;2']"
76561198195478589,http://steamcommunity.com/profiles/76561198195478589,"['440;2012-3-16;True;2', '730;2012-3-7;True;2', '240;2012-2-6;True;0', '360730;2012-1-19;True;2', '304930;2012-5-14;True;2', '424280;2012-3-5;True;2', '346900;2015-12-1;True;2', '4000;2015-11-10;False;0']"
76561198058800703,http://steamcommunity.com/profiles/76561198058800703,['440;2015-6-3;True;2']
SuppanutC,http://steamcommunity.com/id/SuppanutC,['107410;2012-1-3;True;2']
76561197977705860,http://steamcommunity.com/profiles/76561197977705860,"['228380;2015-1-9;True;2', '241540;2014-6-24;True;2', '440;2013-4-24;True;2']"
76561198063241906,http://steamcommunity.com/profiles/76561198063241906,"['8980;2014-5-17;True;2', '219150;2014-4-4;True;2', '239820;2013-11-2;True;2', '203160;2013-10-11;True;0', '55230;2013-8-15;True;0', '72850;2013-1-13;True;2']"
MrSaberr,http://steamcommunity.com/id/MrSaberr,"['10090;2015-9-15;True;0', '49520;2015-9-15;True;2', '330830;2012-5-5;True;2']"
penguiin1,http://steamcommunity.com/id/penguiin1,"['219150;2012-2-28;True;2', '234710;2015-1-22;True;2', '72850;2015-1-22;True;2', '94400;2015-1-22;True;0']"
SafetyPinLoL,http://steamcommunity.com/id/SafetyPinLoL,"['304930;2014-7-9;True;2', '253710;2015-9-22;True;2', '346110;2012-3-29;False;1', '221100;2014-4-25;True;0', '311210;2012-3-10;True;2', '109600;2014-3-19;True;2', '238430;2014-4-15;True;0', '42160;2014-4-17;True;2', '4000;2013-12-23;True;1']"
frogmcvape,http://steamcommunity.com/id/frogmcvape,"['12210;2014-3-15;True;1', '208480;2013-12-10;True;2']"
SakifX9,http://steamcommunity.com/id/SakifX9,"['238460;2014-8-9;True;0', '206521;2014-11-30;True;2', '207250;2014-10-5;True;2', '307070;2014-12-31;True;0', '351800;2015-5-23;True;1', '23310;2012-9-9;False;0', '92800;2014-6-26;False;0', '287700;2012-9-2;False;2', '368720;2015-6-2;True;2', '259680;2015-4-10;False;0']"
76561198051644906,http://steamcommunity.com/profiles/76561198051644906,"['730;2014-12-13;True;2', '244710;2014-12-13;True;0', '34900;2014-10-3;True;0', '570;2014-1-10;True;2']"
Hispania,http://steamcommunity.com/id/Hispania,['230290;2015-8-26;False;2']
76561198071873679,http://steamcommunity.com/profiles/76561198071873679,['262060;2012-2-9;True;1']
icphoton,http://steamcommunity.com/id/icphoton,['218620;2014-1-24;True;2']
SaltySpittoon,http://steamcommunity.com/id/SaltySpittoon,"['251570;2015-1-2;True;2', '304930;2014-8-23;True;2']"
76561198132392635,http://steamcommunity.com/profiles/76561198132392635,"['55230;2015-10-16;False;2', '220760;2012-6-14;True;0', '208580;2015-11-14;True;2', '354500;2015-10-22;True;2', '6880;2015-10-21;True;0', '24240;2015-10-21;True;2', '206420;2015-9-11;True;2']"
76561198048139650,http://steamcommunity.com/profiles/76561198048139650,['242860;2012-5-8;True;2']
76561198137804149,http://steamcommunity.com/profiles/76561198137804149,['214420;2015-2-2;False;0']
76561198058241886,http://steamcommunity.com/profiles/76561198058241886,"['241930;2014-10-10;True;2', '49520;2014-8-1;True;2']"
Sam_Slade,http://steamcommunity.com/id/Sam_Slade,"['236390;2012-3-1;False;0', '107410;2012-5-19;True;1', '359320;2012-4-24;False;0', '252950;2012-3-21;False;0', '301520;2012-3-17;False;2', '214490;2015-1-6;True;0']"
samham1,http://steamcommunity.com/id/samham1,"['239030;2014-12-1;True;1', '8930;2013-12-22;True;1', '730;2014-1-24;True;0', '238010;2014-1-10;True;1', '211500;2013-12-16;False;2', '8190;2013-12-17;True;1']"
bumpy213,http://steamcommunity.com/id/bumpy213,['730;2012-3-9;True;2']
76561198067884266,http://steamcommunity.com/profiles/76561198067884266,['50650;2014-7-4;False;0']
76561198050680344,http://steamcommunity.com/profiles/76561198050680344,['218620;2015-11-15;False;0']
goldderpnerd,http://steamcommunity.com/id/goldderpnerd,['105600;2012-4-8;True;2']
76561198068302605,http://steamcommunity.com/profiles/76561198068302605,"['8870;2015-5-16;True;2', '45760;2014-12-28;True;0']"
hentaisandysenpai,http://steamcommunity.com/id/hentaisandysenpai,"['730;2014-12-3;True;1', '55230;2014-11-13;True;1', '8930;2015-6-20;True;2', '314160;2014-12-26;True;2', '24010;2014-9-6;False;0', '255710;2015-3-13;True;1']"
KRASA,http://steamcommunity.com/id/KRASA,"['40100;2014-8-2;True;2', '214950;2014-4-1;True;2', '35450;2014-4-24;True;2', '211820;2014-2-21;True;1', '1250;2014-2-21;True;0']"
S1F,http://steamcommunity.com/id/S1F,['298260;2014-9-19;True;1']
76561198072904490,http://steamcommunity.com/profiles/76561198072904490,['440;2014-1-22;True;2']
76561198058535930,http://steamcommunity.com/profiles/76561198058535930,['72850;2015-1-24;True;2']
76561198084357605,http://steamcommunity.com/profiles/76561198084357605,['570;2014-10-15;True;0']
SpaghettiNoodles,http://steamcommunity.com/id/SpaghettiNoodles,['204360;2013-12-27;True;1']
76561198073094808,http://steamcommunity.com/profiles/76561198073094808,['440;2013-12-20;True;2']
76561198073570262,http://steamcommunity.com/profiles/76561198073570262,['252490;2012-2-14;True;0']
76561198149898927,http://steamcommunity.com/profiles/76561198149898927,"['461560;2012-8-13;True;2', '391540;2012-6-19;True;2', '274190;2015-10-15;True;1']"
76561198036524567,http://steamcommunity.com/profiles/76561198036524567,['440;2014-11-4;True;2']
LunkTehHero,http://steamcommunity.com/id/LunkTehHero,"['386360;2015-9-8;True;0', '399834;2015-12-25;True;2', '248820;2014-2-15;True;2']"
76561198058760041,http://steamcommunity.com/profiles/76561198058760041,"['440;2015-4-15;True;2', '353560;2015-10-24;True;2', '730;2015-3-16;True;2', '72850;2013-11-27;True;0', '252490;2012-6-18;True;2', '214950;2013-12-17;True;0', '206500;2012-12-17;True;2', '221100;2014-4-27;False;0']"
avh,http://steamcommunity.com/id/avh,['4000;2015-8-31;True;2']
Batthew,http://steamcommunity.com/id/Batthew,"['730;2012-6-10;True;0', '337000;2012-9-5;True;2', '211820;2012-8-8;True;2', '275850;2012-8-13;False;0', '319510;2014-11-6;True;0']"
Madkeen,http://steamcommunity.com/id/Madkeen,"['107410;2014-9-28;True;2', '444560;2012-2-13;True;0']"
76561198072676817,http://steamcommunity.com/profiles/76561198072676817,"['304930;2014-7-10;True;2', '264200;2012-8-21;True;0']"
MegaMario48,http://steamcommunity.com/id/MegaMario48,"['293500;2015-9-19;True;0', '34900;2012-5-26;True;1']"
76561198095481091,http://steamcommunity.com/profiles/76561198095481091,['206420;2014-3-1;True;2']
76561198106191230,http://steamcommunity.com/profiles/76561198106191230,['440;2012-4-27;True;2']
76561198041859916,http://steamcommunity.com/profiles/76561198041859916,['8930;2014-5-27;True;2']
goldnugget666,http://steamcommunity.com/id/goldnugget666,"['264710;2015-4-24;True;2', '244850;2014-6-4;True;1', '333930;2015-7-14;True;2', '34900;2015-6-5;True;2', '293500;2015-2-12;True;2', '377160;2015-11-11;True;1']"
76561198013564709,http://steamcommunity.com/profiles/76561198013564709,"['275850;2012-8-26;False;0', '447820;2012-8-13;True;2', '379720;2012-5-13;True;2', '364360;2012-7-15;False;0', '253250;2012-9-3;True;2', '242920;2014-3-8;True;2']"
hhhhjhhjjhjh,http://steamcommunity.com/id/hhhhjhhjjhjh,"['302670;2015-10-20;True;2', '291370;2015-7-24;True;2', '316430;2015-9-15;False;1', '376210;2012-3-16;False;2']"
Scypher406,http://steamcommunity.com/id/Scypher406,['376210;2012-5-18;True;0']
76561198053314010,http://steamcommunity.com/profiles/76561198053314010,"['72850;2015-4-27;True;2', '4700;2015-4-15;True;2', '218620;2013-12-28;True;2', '364360;2012-9-4;True;2', '7670;2012-2-16;True;1']"
76561198094515883,http://steamcommunity.com/profiles/76561198094515883,['2450;2014-6-9;True;1']
DarkestYT,http://steamcommunity.com/id/DarkestYT,"['433340;2012-5-1;True;2', '440;2015-12-21;True;2']"
SeaPotato,http://steamcommunity.com/id/SeaPotato,"['236390;2014-8-31;False;0', '105600;2014-11-14;True;2']"
BrainyManiac,http://steamcommunity.com/id/BrainyManiac,"['319630;2015-10-18;True;2', '550;2015-8-11;True;0', '496920;2012-8-2;True;1', '365300;2012-7-15;True;2', '322330;2015-4-10;True;2']"
76561198023905821,http://steamcommunity.com/profiles/76561198023905821,['234710;2013-12-1;True;2']
AnonRookie,http://steamcommunity.com/id/AnonRookie,"['281990;2012-6-8;False;2', '427520;2012-3-12;True;2', '386360;2012-1-20;True;2', '246090;2012-1-12;False;0', '220440;2015-12-27;True;2', '325610;2015-2-28;True;2', '295110;2015-1-24;False;0']"
76561198124225196,http://steamcommunity.com/profiles/76561198124225196,['298630;2015-5-18;True;2']
swatgamerbr,http://steamcommunity.com/id/swatgamerbr,['1250;2013-6-19;True;1']
asdasdfgdsAD,http://steamcommunity.com/id/asdasdfgdsAD,"['227940;2014-9-10;True;1', '391460;2012-7-23;True;1', '70600;2012-7-22;False;0']"
selfishpiggy,http://steamcommunity.com/id/selfishpiggy,['440;2015-5-24;True;2']
lilwoynintehhizzle,http://steamcommunity.com/id/lilwoynintehhizzle,['55150;2012-9-20;True;2']
RadicalLapis,http://steamcommunity.com/id/RadicalLapis,"['730;2012-1-17;True;2', '105600;2014-8-1;True;2', '224260;2014-9-1;True;2', '230410;2015-7-12;True;2']"
senpai_the_slutty,http://steamcommunity.com/id/senpai_the_slutty,"['271590;2015-5-2;False;1', '245170;2015-4-18;True;2', '204630;2015-3-13;True;0', '222880;2015-2-22;True;2', '550;2013-10-29;True;2']"
76561197991787618,http://steamcommunity.com/profiles/76561197991787618,['730;2015-5-24;False;0']
mad1167,http://steamcommunity.com/id/mad1167,['282900;2015-5-25;True;2']
76561198103169817,http://steamcommunity.com/profiles/76561198103169817,['218620;2014-12-8;True;2']
76561198078320166,http://steamcommunity.com/profiles/76561198078320166,['238960;2014-8-23;True;2']
76561197963469414,http://steamcommunity.com/profiles/76561197963469414,"['243470;2014-11-28;False;2', '238320;2014-2-5;False;0', '219740;2013-12-28;True;2']"
sarge_017,http://steamcommunity.com/id/sarge_017,['221100;2015-4-7;False;0']
76561198100973546,http://steamcommunity.com/profiles/76561198100973546,['291480;2014-7-17;True;2']
76561198045763207,http://steamcommunity.com/profiles/76561198045763207,['252490;2012-1-26;True;0']
p0t4rt0,http://steamcommunity.com/id/p0t4rt0,['550;2012-12-1;True;2']
76561198042951492,http://steamcommunity.com/profiles/76561198042951492,['350080;2012-5-8;True;2']
76561198086462653,http://steamcommunity.com/profiles/76561198086462653,"['298240;2015-7-5;True;2', '227940;2012-2-24;False;0', '391460;2012-3-27;True;2', '730;2012-2-12;False;0']"
babyrainbowdash,http://steamcommunity.com/id/babyrainbowdash,['230410;2014-6-1;True;1']
76561198071869164,http://steamcommunity.com/profiles/76561198071869164,['263020;2014-2-21;True;2']
76561198137483741,http://steamcommunity.com/profiles/76561198137483741,['316390;2012-4-26;False;0']
benjamingarrison,http://steamcommunity.com/id/benjamingarrison,"['353360;2012-1-6;True;2', '223710;2013-4-25;True;2', '570;2013-12-18;True;1', '17080;2013-6-25;True;1', '224540;2013-12-18;True;0']"
76561198040188061,http://steamcommunity.com/profiles/76561198040188061,"['35460;2013-10-12;False;0', '99300;2012-5-5;True;2', '10;2011-5-18;True;2', '261980;2013-12-3;False;0', '71165;2012-2-2;True;2']"
76561198054564148,http://steamcommunity.com/profiles/76561198054564148,"['221100;2014-1-15;True;2', '17460;2012-4-26;True;2', '22380;2012-1-14;True;0', '33230;2014-1-27;True;2', '730;2013-12-17;True;2', '319630;2012-7-24;True;0']"
ShadowExtreme,http://steamcommunity.com/id/ShadowExtreme,['730;2015-2-27;True;2']
fgtkms,http://steamcommunity.com/id/fgtkms,"['4000;2014-6-21;True;2', '273350;2012-7-7;True;2', '94400;2015-7-21;True;2', '222880;2015-1-22;True;2', '730;2014-9-25;True;1', '92100;2015-7-21;False;0', '370040;2012-4-2;True;0', '224540;2012-5-29;True;1']"
DappledWithBrownies,http://steamcommunity.com/id/DappledWithBrownies,['310740;2012-1-24;True;2']
76561198131033221,http://steamcommunity.com/profiles/76561198131033221,"['264710;2015-3-25;True;2', '334070;2015-3-25;True;2', '391720;2015-9-4;True;0']"
76561198053916297,http://steamcommunity.com/profiles/76561198053916297,['4000;2012-7-3;True;2']
76561197978024377,http://steamcommunity.com/profiles/76561197978024377,"['630;2011-4-26;True;2', '39120;2011-4-3;True;2', '34030;2011-3-6;True;0', '24500;2011-3-6;False;2', '440;2010-12-19;True;2']"
gunners0305,http://steamcommunity.com/id/gunners0305,['242720;2014-10-14;False;1']
itran1,http://steamcommunity.com/id/itran1,"['307780;2012-1-27;False;1', '323470;2015-2-28;True;2']"
76561198052040052,http://steamcommunity.com/profiles/76561198052040052,"['346110;2015-6-21;True;1', '271590;2015-5-16;True;2']"
Shemhamphorasch,http://steamcommunity.com/id/Shemhamphorasch,['10130;2014-9-15;True;2']
76561198080821101,http://steamcommunity.com/profiles/76561198080821101,"['346110;2015-8-11;True;0', '277590;2015-3-15;False;1']"
76561198048591022,http://steamcommunity.com/profiles/76561198048591022,['242720;2014-6-30;True;0']
shikane,http://steamcommunity.com/id/shikane,['252490;2014-1-22;True;2']
analcleanser,http://steamcommunity.com/id/analcleanser,"['280180;2012-6-24;True;2', '317360;2012-3-8;True;2', '339610;2015-6-1;True;2']"
76561198109775138,http://steamcommunity.com/profiles/76561198109775138,['211820;2014-1-20;True;2']
76561198065077477,http://steamcommunity.com/profiles/76561198065077477,['8850;2012-9-16;True;1']
76561198082063937,http://steamcommunity.com/profiles/76561198082063937,['233450;2012-8-12;True;1']
76561197966979423,http://steamcommunity.com/profiles/76561197966979423,"['55230;2012-5-29;False;0', '212680;2015-10-6;True;2']"
GotNothingBetterToDo,http://steamcommunity.com/id/GotNothingBetterToDo,"['271590;2015-10-14;True;2', '221100;2015-3-14;True;2']"
76561198067736111,http://steamcommunity.com/profiles/76561198067736111,['241930;2014-10-1;True;2']
76561198193666401,http://steamcommunity.com/profiles/76561198193666401,"['730;2012-7-8;True;2', '440;2015-5-22;True;2', '221100;2015-4-26;True;2']"
